loanamount,totaldue,termdays,referred,good_bad_flag,age_as_at_2017,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,systemloanid,loannumber_trainprevloans,loanamount_trainprevloans,totaldue_trainprevloans,termdays_trainprevloans,closeddate_days,firstduedate_days,firstrepaiddate_days
10000.0,11500.0,15,Yes,Good,26,Other,3.2956223,6.6093748,GT Bank,Self-Employed,301657099.0,1.0,10000.0,11500.0,15,14,15,14
20000.0,24500.0,30,Yes,Bad,33,Savings,3.2928875,6.4678869,First Bank,Self-Employed,301839961.0,7.0,20000.0,23800.0,30,31,31,31
10000.0,13000.0,30,Yes,Bad,24,Savings,55.2779067,25.1994057,GT Bank,Permanent,301868412.0,2.0,10000.0,13000.0,30,29,31,29
20000.0,22250.0,15,Yes,Good,29,Other,3.451525,6.788085,GT Bank,Student,301604059.0,1.0,10000.0,11500.0,15,43,15,42
20000.0,24500.0,30,Yes,Good,36,Savings,5.2124771,7.6314657,Stanbic IBTC,Permanent,301954335.0,3.0,10000.0,13000.0,30,27,30,27
30000.0,34500.0,30,Yes,Good,44,Savings,3.8123833,7.3976417,UBA,Undisclosed,301788120.0,2.0,10000.0,13000.0,30,28,31,28
10000.0,11500.0,15,Yes,Good,44,Savings,3.1483217,6.4638023,GT Bank,Undisclosed,301968623.0,1.0,10000.0,11500.0,15,17,17,17
10000.0,12500.0,30,Yes,Bad,31,Savings,7.961045,5.0281742,EcoBank,Permanent,301913294.0,1.0,10000.0,13000.0,30,35,31,35
10000.0,13000.0,30,Yes,Bad,31,Savings,3.3771577,6.6248323,GT Bank,Undisclosed,301931657.0,3.0,10000.0,11500.0,15,25,15,25
30000.0,34500.0,30,Yes,Good,38,Savings,3.3331366,6.5841631,Stanbic IBTC,Permanent,301664567.0,3.0,10000.0,11125.0,15,10,16,10
10000.0,13000.0,30,Yes,Good,34,Savings,3.3770088,7.1386478,Access Bank,Undisclosed,301969492.0,1.0,10000.0,13000.0,30,20,30,20
20000.0,24500.0,30,Yes,Good,34,Other,3.3436996,6.5985672,Zenith Bank,Permanent,301932638.0,6.0,20000.0,24500.0,30,28,31,28
20000.0,24500.0,30,Yes,Good,45,Savings,3.2701505,6.6752449,Access Bank,Permanent,301852155.0,4.0,20000.0,23800.0,30,36,30,36
20000.0,22250.0,15,Yes,Bad,39,Savings,3.3738527,6.5052941,First Bank,Permanent,301892174.0,1.0,10000.0,11500.0,15,13,16,12
20000.0,24500.0,30,Yes,Good,36,Other,6.889223,6.0936423,First Bank,Self-Employed,301753076.0,3.0,20000.0,24500.0,30,31,31,31
10000.0,13000.0,30,Yes,Bad,33,Savings,3.2307054,6.6975815,GT Bank,Permanent,301953018.0,1.0,10000.0,11500.0,15,13,16,13
10000.0,13000.0,30,Yes,Bad,39,Savings,3.3839717,6.5881982,Access Bank,Permanent,301891476.0,3.0,10000.0,13000.0,30,38,31,38
10000.0,11500.0,15,Yes,Bad,30,Savings,3.3217367,6.6705643,UBA,Permanent,301923828.0,1.0,10000.0,11500.0,15,6,15,6
10000.0,11500.0,15,Yes,Bad,21,Savings,6.106382,6.7431139,GT Bank,Student,301964502.0,1.0,10000.0,11500.0,15,3,15,3
30000.0,34500.0,30,Yes,Good,32,Savings,3.3012114,6.6322851,GT Bank,Permanent,301930444.0,11.0,30000.0,34500.0,30,28,30,28
10000.0,13000.0,30,Yes,Good,26,Savings,7.5007033,5.518768,First Bank,Permanent,301932012.0,1.0,10000.0,11500.0,15,9,15,9
10000.0,11500.0,15,Yes,Good,34,Savings,3.259777,6.5383125,Zenith Bank,Permanent,301944295.0,1.0,10000.0,11500.0,15,10,15,10
20000.0,24500.0,30,Yes,Good,29,Savings,7.0882491,6.2291379,GT Bank,Undisclosed,301915236.0,2.0,10000.0,13000.0,30,28,30,28
10000.0,13000.0,30,Yes,Good,35,Savings,3.3379051,6.6288365,GT Bank,Permanent,301885145.0,1.0,10000.0,13000.0,30,25,30,25
20000.0,24500.0,30,Yes,Good,27,Savings,3.3331999,6.5773593,UBA,Permanent,301932631.0,2.0,10000.0,11500.0,15,11,17,11
30000.0,34500.0,30,Yes,Good,35,Savings,4.6013742,8.4889655,UBA,Permanent,301925835.0,5.0,20000.0,24500.0,30,10,30,10
10000.0,13000.0,30,Yes,Good,25,Savings,3.3390598,6.4901309,Zenith Bank,Permanent,301972983.0,1.0,10000.0,11500.0,15,13,15,13
20000.0,24500.0,30,Yes,Good,27,Savings,3.8662067,7.3921217,GT Bank,Undisclosed,301907131.0,2.0,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,36,Savings,3.606743,6.4750742,GT Bank,Permanent,301943050.0,2.0,10000.0,13000.0,30,32,32,32
10000.0,13000.0,30,Yes,Good,38,Savings,3.2236438,6.5525311,GT Bank,Permanent,301945892.0,1.0,10000.0,13000.0,30,29,30,29
40000.0,48000.0,60,Yes,Good,27,Other,3.6634329,6.4660258,First Bank,Permanent,301917251.0,9.0,40000.0,48000.0,60,29,30,29
10000.0,13000.0,30,Yes,Bad,30,Savings,5.2013799,7.25231,GT Bank,Permanent,301936940.0,2.0,10000.0,13000.0,30,31,30,30
10000.0,13000.0,30,Yes,Good,26,Savings,4.7142583,8.1467367,UBA,Permanent,301919531.0,4.0,20000.0,24500.0,30,41,32,41
20000.0,24500.0,30,Yes,Good,28,Savings,7.0375782,4.8039405,First Bank,Permanent,301866030.0,1.0,10000.0,13000.0,30,21,30,21
10000.0,13000.0,30,Yes,Good,51,Savings,3.321422,6.6812441,GT Bank,Permanent,301978407.0,1.0,10000.0,13000.0,30,10,31,10
10000.0,13000.0,30,Yes,Good,26,Savings,3.2475201,6.4718302,GT Bank,Permanent,301888221.0,1.0,10000.0,13000.0,30,27,30,27
20000.0,24500.0,30,Yes,Good,39,Savings,3.9080199,7.424237,GT Bank,Undisclosed,301921563.0,1.0,10000.0,13000.0,30,22,30,22
20000.0,24500.0,30,Yes,Good,37,Savings,3.2409216,6.5670766,GT Bank,Permanent,301903217.0,6.0,20000.0,24500.0,30,16,31,16
30000.0,34500.0,30,Yes,Good,39,Savings,3.4073319,6.5783462,First Bank,Undisclosed,301955033.0,6.0,30000.0,34500.0,30,28,30,28
10000.0,13000.0,30,Yes,Good,35,Savings,3.9242613,7.3597055,GT Bank,Permanent,301947492.0,1.0,10000.0,13000.0,30,32,32,32
10000.0,13000.0,30,Yes,Good,37,Savings,3.3350749,6.5694416,Zenith Bank,Undisclosed,301979414.0,1.0,10000.0,11500.0,15,13,16,13
50000.0,57500.0,90,Yes,Good,29,Other,9.8137117,10.3293467,First Bank,Student,301768692.0,4.0,20000.0,23800.0,30,14,30,14
10000.0,11500.0,15,Yes,Bad,26,Savings,3.3724319,6.5762069,Diamond Bank,Permanent,301940718.0,1.0,10000.0,11500.0,15,34,17,34
10000.0,13000.0,30,Yes,Good,25,Savings,3.2893872,6.6616686,GT Bank,Permanent,301978945.0,1.0,10000.0,13000.0,30,11,30,11
30000.0,34500.0,30,Yes,Good,33,Savings,4.0051237,7.4348994,Heritage Bank,Permanent,301909589.0,4.0,20000.0,21750.0,15,10,15,10
10000.0,13000.0,30,Yes,Bad,36,Savings,3.2003973,6.4646954,GT Bank,Undisclosed,301909884.0,1.0,10000.0,11500.0,15,15,15,14
10000.0,13000.0,30,Yes,Good,31,Savings,3.3549433,6.5520052,Fidelity Bank,Permanent,301926749.0,1.0,10000.0,13000.0,30,29,30,29
10000.0,11500.0,15,Yes,Good,28,Savings,3.1744966,6.6850323,GT Bank,Permanent,301973063.0,1.0,10000.0,11500.0,15,11,16,11
25000.0,27500.0,30,Yes,Good,24,Other,3.3756652,6.6036358,GT Bank,Unemployed,301788555.0,5.0,30000.0,36800.0,60,57,31,29
10000.0,13000.0,30,Yes,Good,35,Savings,7.4453912,9.0659942,GT Bank,Permanent,301924830.0,2.0,10000.0,13000.0,30,27,31,27
20000.0,24500.0,30,Yes,Bad,27,Savings,3.3825141,6.4766087,GT Bank,Permanent,301825270.0,4.0,20000.0,23800.0,30,29,32,29
20000.0,24500.0,30,Yes,Good,40,Savings,3.3596781,6.6062324,UBA,Permanent,301958218.0,3.0,10000.0,13000.0,30,28,31,28
10000.0,13000.0,30,Yes,Good,34,Savings,3.3544779,6.5886546,First Bank,Permanent,301927851.0,2.0,10000.0,13000.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,36,Savings,5.6446639,6.3485193,First Bank,Permanent,301926004.0,1.0,10000.0,13000.0,30,27,30,27
10000.0,13000.0,30,Yes,Bad,28,Savings,3.3645565,6.5902533,GT Bank,Undisclosed,301988830.0,1.0,10000.0,11500.0,15,6,17,6
40000.0,44000.0,30,Yes,Bad,36,Savings,7.3909433,9.2286167,Keystone Bank,Permanent,301817825.0,7.0,30000.0,34400.0,30,23,30,22
10000.0,13000.0,30,Yes,Good,32,Savings,3.8918491,7.3269898,First Bank,Permanent,301960320.0,1.0,10000.0,13000.0,30,7,30,7
10000.0,13000.0,30,Yes,Good,34,Savings,4.8376434,7.0780884,First Bank,Self-Employed,301713645.0,1.0,10000.0,13000.0,30,30,30,30
10000.0,11500.0,15,Yes,Good,30,Savings,4.5978342,8.4920407,GT Bank,Permanent,301839883.0,1.0,10000.0,11500.0,15,14,18,14
20000.0,22250.0,15,Yes,Good,42,Savings,3.3632966,6.5023528,FCMB,Undisclosed,301919749.0,2.0,10000.0,11500.0,15,8,16,8
15000.0,18375.0,30,Yes,Good,41,Savings,3.5099798,6.631584,Access Bank,Undisclosed,301948702.0,3.0,10000.0,13000.0,30,31,31,31
10000.0,13000.0,30,Yes,Good,24,Savings,3.4687988,6.4327081,Sterling Bank,Permanent,301921827.0,1.0,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Good,33,Savings,3.3380867,6.5636083,First Bank,Permanent,301929820.0,2.0,10000.0,13000.0,30,26,30,26
10000.0,11125.0,15,Yes,Good,24,Other,3.387973,6.601713,Diamond Bank,Permanent,301936504.0,11.0,20000.0,21500.0,15,25,16,25
20000.0,24500.0,30,Yes,Good,27,Other,3.3577651,6.459956,Access Bank,Permanent,301761545.0,3.0,10000.0,11500.0,15,9,16,9
10000.0,13000.0,30,Yes,Good,30,Savings,6.2931871,4.923086,GT Bank,Permanent,301954251.0,1.0,10000.0,13000.0,30,8,30,8
20000.0,22250.0,15,Yes,Good,28,Savings,3.3675574,6.5310083,UBA,Permanent,301839231.0,2.0,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Good,34,Current,7.5858414,9.03107,Fidelity Bank,Permanent,301954202.0,1.0,10000.0,13000.0,30,22,33,22
20000.0,24500.0,30,Yes,Good,30,Savings,7.4986897,9.0550469,UBA,Permanent,301934753.0,4.0,20000.0,24500.0,30,19,30,19
10000.0,13000.0,30,Yes,Bad,37,Savings,3.3300698,6.4595756,GT Bank,Permanent,301860057.0,1.0,10000.0,13000.0,30,30,30,30
10000.0,13000.0,30,Yes,Bad,27,Savings,3.4226633,6.7129567,GT Bank,Undisclosed,301912863.0,1.0,10000.0,13000.0,30,46,32,46
20000.0,24500.0,30,Yes,Bad,31,Savings,6.2038683,5.1660883,Unity Bank,Permanent,301905483.0,2.0,10000.0,11500.0,15,16,17,16
10000.0,13000.0,30,Yes,Bad,30,Savings,7.4867543,9.0256327,GT Bank,Permanent,301910481.0,1.0,10000.0,13000.0,30,43,30,43
10000.0,13000.0,30,Yes,Bad,39,Savings,6.9997483,4.87395,Diamond Bank,Self-Employed,301632820.0,1.0,10000.0,13000.0,30,27,30,27
20000.0,24500.0,30,Yes,Good,30,Other,3.4866076,6.6220801,Access Bank,Permanent,301740218.0,4.0,10000.0,12250.0,30,61,31,61
10000.0,11500.0,30,Yes,Good,27,Savings,3.7999056,7.3968743,GT Bank,Permanent,301617472.0,2.0,4000.0,4600.0,15,19,15,18
40000.0,48000.0,60,Yes,Good,35,Other,3.4845417,6.6179734,GT Bank,Self-Employed,301787163.0,7.0,30000.0,34400.0,30,33,30,33
50000.0,57500.0,90,Yes,Good,38,Other,3.3345853,6.6706024,FCMB,Permanent,301694382.0,7.0,20000.0,24500.0,30,31,32,31
20000.0,22250.0,15,Yes,Good,26,Savings,3.4009933,6.4443617,Zenith Bank,Permanent,301844668.0,2.0,10000.0,11500.0,15,18,15,18
50000.0,55000.0,60,Yes,Good,28,Savings,7.3557845,9.003295,Fidelity Bank,Permanent,301775072.0,3.0,10000.0,11500.0,15,12,17,12
25000.0,28750.0,30,Yes,Good,36,Savings,3.3360367,6.596175,First Bank,Permanent,301873769.0,3.0,10000.0,11500.0,15,1,15,1
10000.0,11500.0,15,Yes,Good,31,Savings,13.1246372,11.8218193,GT Bank,Permanent,301985868.0,1.0,10000.0,11500.0,15,2,15,2
30000.0,34500.0,30,Yes,Bad,45,Savings,7.0490362,4.8055781,EcoBank,Permanent,301935608.0,5.0,20000.0,24500.0,30,16,30,16
10000.0,13000.0,30,Yes,Good,41,Savings,3.4179771,6.4411578,GT Bank,Permanent,301872171.0,1.0,10000.0,13000.0,30,29,30,29
10000.0,11500.0,15,Yes,Good,23,Savings,4.5110416,8.4876045,Stanbic IBTC,Student,301979411.0,1.0,10000.0,11500.0,15,13,18,13
40000.0,44000.0,30,Yes,Good,43,Other,4.5880779,8.4928513,GT Bank,Permanent,301887907.0,10.0,40000.0,44800.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,38,Savings,3.5398948,6.6650349,Access Bank,Undisclosed,301954030.0,1.0,10000.0,13000.0,30,24,31,24
10000.0,11500.0,15,Yes,Good,45,Savings,3.415634,6.4364551,GT Bank,Undisclosed,301961395.0,1.0,10000.0,11500.0,15,8,15,8
10000.0,13000.0,30,Yes,Bad,31,Savings,4.7686731,7.6308228,Diamond Bank,Permanent,301909721.0,1.0,10000.0,13000.0,30,31,31,31
20000.0,24500.0,30,Yes,Bad,30,Savings,7.4094827,6.8640474,FCMB,Permanent,301924851.0,2.0,10000.0,11500.0,15,8,17,8
10000.0,11500.0,15,Yes,Bad,31,Savings,7.4305821,10.4986991,Zenith Bank,Permanent,301918744.0,2.0,10000.0,11500.0,15,19,17,19
10000.0,13000.0,30,Yes,Bad,36,Savings,7.5668741,8.989981,First Bank,Permanent,301899555.0,2.0,10000.0,13000.0,30,33,30,33
10000.0,11500.0,30,Yes,Good,39,Other,3.4062008,6.4437583,Access Bank,Permanent,301612102.0,3.0,10000.0,13000.0,30,26,30,25
30000.0,34500.0,30,Yes,Good,34,Other,3.9392333,7.431383,Access Bank,Permanent,301731496.0,6.0,15000.0,16687.5,15,49,15,49
10000.0,13000.0,30,Yes,Good,28,Savings,7.3787104,9.1431239,GT Bank,Permanent,301606421.0,1.0,10000.0,13000.0,30,48,31,47
30000.0,39000.0,60,Yes,Good,29,Savings,3.3639265,7.1380483,Zenith Bank,Permanent,301832695.0,5.0,30000.0,34400.0,30,31,30,31
40000.0,48000.0,60,Yes,Good,38,Other,3.210454,6.7718149,First Bank,Permanent,301608643.0,2.0,10000.0,11500.0,15,47,15,46
30000.0,34500.0,30,Yes,Good,35,Savings,7.056823,4.8310441,Zenith Bank,Self-Employed,301638397.0,2.0,10000.0,11500.0,15,10,16,10
10000.0,13000.0,30,Yes,Good,25,Savings,3.4454016,6.4361152,Stanbic IBTC,Permanent,301914957.0,1.0,10000.0,11500.0,15,7,15,7
10000.0,11500.0,15,Yes,Bad,35,Savings,6.204584,6.245407,Access Bank,Undisclosed,301947096.0,1.0,10000.0,11500.0,15,13,16,13
20000.0,24500.0,30,Yes,Good,37,Savings,3.3428271,6.648406,GT Bank,Undisclosed,301922442.0,2.0,10000.0,11500.0,15,9,15,9
20000.0,24500.0,30,Yes,Good,31,Savings,3.311516,6.4625316,UBA,Self-Employed,301926448.0,2.0,10000.0,13000.0,30,31,31,31
30000.0,34500.0,30,Yes,Good,29,Other,3.4363679,6.809462,GT Bank,Self-Employed,301901261.0,6.0,30000.0,34500.0,30,28,32,28
10000.0,13000.0,30,Yes,Good,33,Savings,3.2401178,6.5849905,Access Bank,Permanent,301944651.0,1.0,10000.0,13000.0,30,27,30,27
30000.0,34500.0,30,Yes,Good,32,Savings,7.266803,5.5161928,First Bank,Permanent,301873856.0,2.0,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Bad,24,Savings,8.8020085,6.6583682,GT Bank,Permanent,301810748.0,1.0,10000.0,13000.0,30,7,30,7
10000.0,13000.0,30,Yes,Good,38,Savings,3.3670083,6.4973131,Sterling Bank,Permanent,301932287.0,1.0,10000.0,13000.0,30,30,31,30
10000.0,13000.0,30,Yes,Bad,30,Savings,55.2964349,25.2566582,Fidelity Bank,Permanent,301958250.0,2.0,10000.0,13000.0,30,28,31,28
10000.0,13000.0,30,Yes,Good,34,Savings,7.9669489,5.0285225,First Bank,Undisclosed,301916804.0,1.0,10000.0,13000.0,30,16,30,16
10000.0,11500.0,15,Yes,Good,41,Savings,3.3251987,6.6325165,Access Bank,Permanent,301829677.0,1.0,10000.0,13000.0,30,30,32,30
20000.0,24500.0,30,Yes,Good,30,Savings,7.4450653,10.5427875,Keystone Bank,Permanent,301921219.0,2.0,10000.0,13000.0,30,19,30,19
30000.0,34500.0,30,Yes,Good,29,Other,3.372619,6.5179845,Zenith Bank,Permanent,301831017.0,3.0,10000.0,11500.0,15,12,17,12
15000.0,16125.0,15,Yes,Good,24,Savings,7.9036289,5.0289709,Access Bank,Permanent,301869036.0,5.0,15000.0,16675.0,15,19,17,19
20000.0,24500.0,30,Yes,Good,36,Savings,3.39077,6.4543017,GT Bank,Undisclosed,301923292.0,4.0,20000.0,24500.0,30,29,30,29
25000.0,28750.0,30,Yes,Good,29,Savings,3.2506626,6.6717025,Zenith Bank,Undisclosed,301943213.0,6.0,25000.0,28750.0,30,29,30,29
10000.0,13000.0,30,Yes,Bad,47,Savings,3.2990927,6.5335334,Diamond Bank,Permanent,301968824.0,1.0,10000.0,13000.0,30,5,30,5
20000.0,24500.0,30,Yes,Good,30,Savings,4.5918439,8.487656,UBA,Permanent,301887337.0,1.0,10000.0,13000.0,30,21,30,21
10000.0,11500.0,15,Yes,Good,33,Savings,5.105995,7.366232,Skye Bank,Student,301864936.0,1.0,10000.0,11500.0,15,44,15,44
10000.0,11500.0,15,Yes,Good,28,Savings,3.3549839,6.6113564,First Bank,Undisclosed,301973957.0,1.0,10000.0,11500.0,15,11,15,11
10000.0,13000.0,30,Yes,Good,40,Savings,3.3304402,7.1403108,First Bank,Permanent,301948233.0,2.0,10000.0,13000.0,30,30,32,30
20000.0,24500.0,30,Yes,Good,32,Savings,8.5377044,12.0318783,GT Bank,Permanent,301928216.0,3.0,10000.0,13000.0,30,28,30,28
10000.0,11500.0,15,Yes,Good,31,Savings,3.2047683,6.6420783,Access Bank,Undisclosed,301948116.0,1.0,10000.0,11500.0,15,18,18,18
20000.0,24500.0,30,Yes,Bad,42,Savings,7.5077681,9.0505042,Zenith Bank,Permanent,301877732.0,1.0,10000.0,13000.0,30,32,30,32
10000.0,13000.0,30,Yes,Good,29,Savings,8.3316025,5.0117299,EcoBank,Permanent,301897265.0,1.0,10000.0,13000.0,30,27,31,27
10000.0,11500.0,15,Yes,Good,23,Savings,5.6534226,5.9092631,FCMB,Permanent,301920226.0,1.0,10000.0,13000.0,30,31,32,31
30000.0,39000.0,60,Yes,Bad,34,Savings,3.5057627,6.4316262,Stanbic IBTC,Permanent,301646394.0,2.0,10000.0,13000.0,30,23,32,23
10000.0,13000.0,30,Yes,Good,31,Savings,5.1971885,7.208444,UBA,Permanent,301900762.0,2.0,10000.0,13000.0,30,42,32,42
10000.0,11500.0,15,Yes,Good,31,Savings,3.4411905,6.4270613,Zenith Bank,Permanent,301895303.0,1.0,10000.0,11500.0,15,14,15,14
10000.0,13000.0,30,Yes,Good,33,Savings,3.2059653,6.6331944,Zenith Bank,Permanent,301936405.0,1.0,10000.0,13000.0,30,23,30,23
20000.0,24500.0,30,Yes,Good,30,Savings,7.0010413,4.7993339,GT Bank,Unemployed,301950177.0,6.0,20000.0,24500.0,30,26,30,26
10000.0,12500.0,30,Yes,Good,31,Savings,7.3244783,8.9381767,GT Bank,Permanent,301926348.0,1.0,10000.0,13000.0,30,38,30,38
10000.0,13000.0,30,Yes,Good,30,Other,3.3189043,6.6649115,Diamond Bank,Permanent,301914923.0,1.0,10000.0,13000.0,30,25,31,25
40000.0,44000.0,30,Yes,Good,28,Other,3.5912357,6.4695305,GT Bank,Self-Employed,301949300.0,11.0,40000.0,44000.0,30,29,31,29
10000.0,13000.0,30,Yes,Bad,41,Savings,7.9237562,5.0534162,GT Bank,Student,301775519.0,2.0,10000.0,13000.0,30,37,30,37
10000.0,13000.0,30,Yes,Good,33,Savings,3.979043,7.4246501,Diamond Bank,Permanent,301932171.0,1.0,10000.0,13000.0,30,31,31,31
10000.0,11500.0,15,Yes,Good,39,Savings,5.1789785,7.2558978,Access Bank,Permanent,301936307.0,1.0,10000.0,13000.0,30,37,31,37
10000.0,13000.0,30,Yes,Good,26,Savings,3.4696437,6.4274339,GT Bank,Permanent,301944439.0,1.0,10000.0,13000.0,30,30,30,30
50000.0,57500.0,90,Yes,Good,26,Other,3.2923955,6.5532616,Access Bank,Permanent,301766218.0,5.0,20000.0,23800.0,30,24,30,24
10000.0,11500.0,15,Yes,Good,38,Savings,7.4970754,9.0516341,Skye Bank,Permanent,301889488.0,1.0,10000.0,11500.0,15,11,15,11
10000.0,11500.0,15,Yes,Bad,26,Savings,3.3475501,6.5257544,Access Bank,Unemployed,301964630.0,1.0,10000.0,11500.0,15,5,15,5
20000.0,24500.0,30,Yes,Good,35,Savings,3.3859804,6.5777816,Zenith Bank,Permanent,301802025.0,1.0,10000.0,11500.0,15,11,15,11
20000.0,22250.0,15,Yes,Good,34,Savings,4.525736,7.7542081,UBA,Permanent,301955855.0,2.0,10000.0,11500.0,15,15,15,15
10000.0,11500.0,15,Yes,Good,26,Savings,7.3528051,9.1540788,GT Bank,Permanent,301902200.0,1.0,10000.0,11500.0,15,18,19,18
35000.0,38500.0,30,Yes,Good,25,Other,3.5858567,6.4908529,Diamond Bank,Permanent,301712557.0,2.0,10000.0,13000.0,30,25,30,25
10000.0,13000.0,30,Yes,Good,54,Other,6.2858981,4.932516,First Bank,Permanent,301826748.0,2.0,10000.0,13000.0,30,19,32,19
20000.0,24500.0,30,Yes,Good,44,Savings,3.3684582,6.6352539,GT Bank,Permanent,301831207.0,1.0,10000.0,13000.0,30,25,30,25
10000.0,11500.0,15,Yes,Good,34,Savings,3.9649517,6.78619,GT Bank,Permanent,301947679.0,1.0,10000.0,11500.0,15,14,15,14
30000.0,34500.0,30,Yes,Good,24,Other,3.3532182,6.5546844,Standard Chartered,Permanent,301826410.0,4.0,20000.0,23800.0,30,30,30,30
10000.0,13000.0,30,Yes,Bad,24,Savings,7.31255,9.0850067,First Bank,Permanent,301949741.0,1.0,10000.0,13000.0,30,29,31,29
30000.0,39000.0,60,Yes,Good,29,Savings,3.4146751,6.4469348,First Bank,Permanent,301917954.0,5.0,20000.0,24500.0,30,28,32,28
20000.0,24500.0,30,Yes,Good,38,Other,7.3956748,9.0628923,EcoBank,Self-Employed,301660264.0,1.0,10000.0,11500.0,15,12,15,12
10000.0,13000.0,30,Yes,Good,26,Savings,3.3421974,6.6304023,GT Bank,Permanent,301817724.0,1.0,10000.0,11500.0,15,14,15,14
10000.0,13000.0,30,Yes,Bad,32,Savings,3.3330677,6.4948986,Zenith Bank,Undisclosed,301908124.0,1.0,10000.0,13000.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,45,Savings,3.3534249,6.621898,Zenith Bank,Permanent,301928853.0,1.0,10000.0,13000.0,30,17,30,17
10000.0,11500.0,15,Yes,Good,30,Savings,3.3371601,6.6341039,GT Bank,Permanent,301963743.0,1.0,10000.0,13000.0,30,23,30,23
10000.0,13000.0,30,Yes,Good,43,Savings,7.4657167,9.067975,GT Bank,Permanent,301945210.0,1.0,10000.0,13000.0,30,34,34,34
10000.0,11500.0,15,Yes,Good,31,Savings,3.4915983,6.6001183,GT Bank,Permanent,301855412.0,1.0,10000.0,11500.0,15,10,15,10
10000.0,13000.0,30,Yes,Good,27,Savings,3.2666303,6.5771961,GT Bank,Student,301953964.0,1.0,10000.0,13000.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,25,Savings,6.5718326,9.5963901,First Bank,Undisclosed,301913164.0,1.0,10000.0,13000.0,30,19,31,19
10000.0,11500.0,15,Yes,Good,27,Current,7.4733714,9.0757238,GT Bank,Permanent,301938790.0,1.0,10000.0,11500.0,15,14,15,14
10000.0,11500.0,15,Yes,Good,23,Savings,6.6983762,6.2324227,Zenith Bank,Permanent,301961388.0,1.0,10000.0,13000.0,30,25,32,25
10000.0,13000.0,30,Yes,Good,28,Savings,3.3760444,6.6477809,GT Bank,Permanent,301923553.0,4.0,10000.0,13000.0,30,32,32,32
10000.0,10250.0,15,Yes,Good,27,Other,3.9598646,7.4051403,First Bank,Student,301937269.0,12.0,10000.0,10500.0,15,0,15,0
40000.0,48000.0,60,Yes,Bad,26,Other,8.9607738,9.9094557,GT Bank,Permanent,301624386.0,2.0,10000.0,11500.0,15,16,15,15
20000.0,22250.0,15,Yes,Bad,41,Savings,3.3420622,6.5205376,GT Bank,Undisclosed,301853593.0,1.0,10000.0,11500.0,15,12,16,12
20000.0,22250.0,15,Yes,Bad,33,Savings,4.0476314,6.4369765,GT Bank,Self-Employed,301828855.0,9.0,20000.0,23800.0,30,58,30,58
10000.0,13000.0,30,Yes,Bad,32,Savings,3.2814111,6.6826462,GT Bank,Permanent,301920986.0,1.0,10000.0,13000.0,30,35,35,35
10000.0,11500.0,15,Yes,Bad,26,Savings,3.3215847,7.1353646,EcoBank,Permanent,301953925.0,1.0,10000.0,11500.0,15,17,16,17
10000.0,11500.0,15,Yes,Good,26,Savings,7.8941537,5.0253457,Zenith Bank,Unemployed,301985013.0,1.0,10000.0,11500.0,15,9,15,9
30000.0,39000.0,60,Yes,Good,31,Other,3.2798974,6.4749497,Keystone Bank,Self-Employed,301801617.0,3.0,10000.0,13000.0,30,30,30,30
15000.0,18375.0,30,Yes,Good,24,Other,3.4282253,6.445712,GT Bank,Permanent,301770672.0,6.0,30000.0,36800.0,60,72,30,34
20000.0,23000.0,30,Yes,Good,30,Current,4.510403,8.447444,Stanbic IBTC,Permanent,301833813.0,5.0,10000.0,13000.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,30,Savings,3.2665549,6.6259536,GT Bank,Permanent,301931617.0,1.0,10000.0,13000.0,30,25,32,25
10000.0,13000.0,30,Yes,Good,37,Savings,7.3797224,9.1359768,GT Bank,Undisclosed,301927577.0,1.0,10000.0,13000.0,30,29,30,29
20000.0,24500.0,30,Yes,Good,31,Savings,8.5558787,7.7558688,Diamond Bank,Permanent,301935712.0,2.0,10000.0,11500.0,15,7,15,7
10000.0,11500.0,15,Yes,Good,43,Savings,3.3352067,7.1080983,First Bank,Permanent,301954719.0,2.0,10000.0,11500.0,15,7,15,7
50000.0,52500.0,30,Yes,Good,39,Other,3.5138697,6.4523837,First Bank,Permanent,301956268.0,14.0,50000.0,52500.0,30,28,32,28
10000.0,11500.0,15,Yes,Bad,33,Savings,6.7436543,7.8023329,First Bank,Permanent,301905082.0,2.0,10000.0,11500.0,15,24,17,24
20000.0,22250.0,15,Yes,Good,30,Savings,3.320813,6.6526631,Zenith Bank,Undisclosed,301921158.0,1.0,10000.0,11500.0,15,8,15,8
20000.0,22250.0,15,Yes,Good,37,Savings,3.391155,6.4901333,UBA,Permanent,301921231.0,2.0,10000.0,11500.0,15,15,15,15
10000.0,11500.0,15,Yes,Good,38,Savings,3.3136964,6.5127049,GT Bank,Permanent,301970082.0,1.0,10000.0,11500.0,15,16,16,16
