loanamount,termdays,good_bad_flag,age_as_at_2017,bank_account_type,employment_status_clients,loannumber_trainprevloans,loanamount_trainprevloans,totaldue_trainprevloans,termdays_trainprevloans,closeddate_days,record_time,behind,firstduedate_days
40000.0,30,Good,Young_adults,Savings,Student,8.0,Amt_Large,Due_Large,30,31,No,1,31
10000.0,15,Good,Young_adults,Other,Self-Employed,1.0,Amt_Small,Due_Small,15,14,Yes,0,15
20000.0,30,Bad,Young_adults,Savings,Self-Employed,7.0,Amt_Medium,Due_Medium,30,31,No,1,31
10000.0,30,Bad,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,29,Yes,0,31
20000.0,15,Good,Young_adults,Other,Student,1.0,Amt_Small,Due_Small,15,43,No,28,15
20000.0,30,Good,Young_adults,Savings,Permanent,3.0,Amt_Small,Due_Medium,30,27,Yes,0,30
30000.0,30,Good,Adults,Savings,Undisclosed,2.0,Amt_Small,Due_Medium,30,28,Yes,0,31
10000.0,15,Good,Adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,17,No,2,17
10000.0,30,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,35,No,5,31
10000.0,30,Bad,Young_adults,Savings,Undisclosed,3.0,Amt_Small,Due_Small,15,25,No,10,15
30000.0,30,Good,Young_adults,Savings,Permanent,3.0,Amt_Small,Due_Small,15,10,Yes,0,16
10000.0,30,Good,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Medium,30,20,Yes,0,30
20000.0,30,Good,Young_adults,Other,Permanent,6.0,Amt_Medium,Due_Large,30,28,Yes,0,31
20000.0,30,Good,Adults,Savings,Permanent,4.0,Amt_Medium,Due_Medium,30,36,No,6,30
20000.0,15,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,13,Yes,0,16
20000.0,30,Good,Young_adults,Other,Self-Employed,3.0,Amt_Medium,Due_Large,30,31,No,1,31
10000.0,30,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,13,Yes,0,16
10000.0,30,Bad,Young_adults,Savings,Permanent,3.0,Amt_Small,Due_Medium,30,38,No,8,31
10000.0,15,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,6,Yes,0,15
10000.0,15,Bad,Young_adults,Savings,Student,1.0,Amt_Small,Due_Small,15,3,Yes,0,15
30000.0,30,Good,Young_adults,Savings,Permanent,11.0,Amt_Large,Due_Large,30,28,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,9,Yes,0,15
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,10,Yes,0,15
20000.0,30,Good,Young_adults,Savings,Undisclosed,2.0,Amt_Small,Due_Medium,30,28,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,25,Yes,0,30
20000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,11,Yes,0,17
30000.0,30,Good,Young_adults,Savings,Permanent,5.0,Amt_Medium,Due_Large,30,10,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,13,Yes,0,15
20000.0,30,Good,Young_adults,Savings,Undisclosed,2.0,Amt_Small,Due_Medium,30,29,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,32,No,2,32
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,29,Yes,0,30
40000.0,60,Good,Young_adults,Other,Permanent,9.0,Amt_Large,Due_Large,60,29,Yes,0,30
10000.0,30,Bad,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,31,No,1,30
10000.0,30,Good,Young_adults,Savings,Permanent,4.0,Amt_Medium,Due_Large,30,41,No,11,32
20000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,21,Yes,0,30
10000.0,30,Good,Adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,10,Yes,0,31
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,27,Yes,0,30
20000.0,30,Good,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Medium,30,22,Yes,0,30
20000.0,30,Good,Young_adults,Savings,Permanent,6.0,Amt_Medium,Due_Large,30,16,Yes,0,31
30000.0,30,Good,Young_adults,Savings,Undisclosed,6.0,Amt_Large,Due_Large,30,28,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,32,No,2,32
10000.0,30,Good,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,13,Yes,0,16
50000.0,90,Good,Young_adults,Other,Student,4.0,Amt_Medium,Due_Medium,30,14,Yes,0,30
10000.0,15,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,34,No,19,17
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,11,Yes,0,30
30000.0,30,Good,Young_adults,Savings,Permanent,4.0,Amt_Medium,Due_Medium,15,10,Yes,0,15
10000.0,30,Bad,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,15,Yes,0,15
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,29,Yes,0,30
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,11,Yes,0,16
25000.0,30,Good,Young_adults,Other,Unemployed,5.0,Amt_Large,Due_Large,60,57,Yes,0,31
10000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,27,Yes,0,31
20000.0,30,Bad,Young_adults,Savings,Permanent,4.0,Amt_Medium,Due_Medium,30,29,Yes,0,32
20000.0,30,Good,Adults,Savings,Permanent,3.0,Amt_Small,Due_Medium,30,28,Yes,0,31
10000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,30,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,27,Yes,0,30
10000.0,30,Bad,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,6,Yes,0,17
40000.0,30,Bad,Young_adults,Savings,Permanent,7.0,Amt_Large,Due_Large,30,23,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,7,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Self-Employed,1.0,Amt_Small,Due_Medium,30,30,Yes,0,30
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,14,Yes,0,18
20000.0,15,Good,Adults,Savings,Undisclosed,2.0,Amt_Small,Due_Small,15,8,Yes,0,16
15000.0,30,Good,Adults,Savings,Undisclosed,3.0,Amt_Small,Due_Medium,30,31,No,1,31
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,15,Yes,0,15
10000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,26,Yes,0,30
10000.0,15,Good,Young_adults,Other,Permanent,11.0,Amt_Medium,Due_Medium,15,25,No,10,16
20000.0,30,Good,Young_adults,Other,Permanent,3.0,Amt_Small,Due_Small,15,9,Yes,0,16
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,8,Yes,0,30
20000.0,15,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,15,Yes,0,15
10000.0,30,Good,Young_adults,Current,Permanent,1.0,Amt_Small,Due_Medium,30,22,Yes,0,33
20000.0,30,Good,Young_adults,Savings,Permanent,4.0,Amt_Medium,Due_Large,30,19,Yes,0,30
10000.0,30,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,30,Yes,0,30
10000.0,30,Bad,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Medium,30,46,No,16,32
20000.0,30,Bad,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,16,No,1,17
10000.0,30,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,43,No,13,30
10000.0,30,Bad,Young_adults,Savings,Self-Employed,1.0,Amt_Small,Due_Medium,30,27,Yes,0,30
20000.0,30,Good,Young_adults,Other,Permanent,4.0,Amt_Small,Due_Medium,30,61,No,31,31
10000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,19,No,4,15
40000.0,60,Good,Young_adults,Other,Self-Employed,7.0,Amt_Large,Due_Large,30,33,No,3,30
50000.0,90,Good,Young_adults,Other,Permanent,7.0,Amt_Medium,Due_Large,30,31,No,1,32
20000.0,15,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,18,No,3,15
50000.0,60,Good,Young_adults,Savings,Permanent,3.0,Amt_Small,Due_Small,15,12,Yes,0,17
25000.0,30,Good,Young_adults,Savings,Permanent,3.0,Amt_Small,Due_Small,15,1,Yes,0,15
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,2,Yes,0,15
30000.0,30,Bad,Adults,Savings,Permanent,5.0,Amt_Medium,Due_Large,30,16,Yes,0,30
10000.0,30,Good,Adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,29,Yes,0,30
10000.0,15,Good,Young_adults,Savings,Student,1.0,Amt_Small,Due_Small,15,13,Yes,0,18
40000.0,30,Good,Adults,Other,Permanent,10.0,Amt_Large,Due_Large,30,29,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Medium,30,24,Yes,0,31
10000.0,15,Good,Adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,8,Yes,0,15
10000.0,30,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,31,No,1,31
20000.0,30,Bad,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,8,Yes,0,17
10000.0,15,Bad,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,19,No,4,17
10000.0,30,Bad,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,33,No,3,30
10000.0,30,Good,Young_adults,Other,Permanent,3.0,Amt_Small,Due_Medium,30,26,Yes,0,30
30000.0,30,Good,Young_adults,Other,Permanent,6.0,Amt_Medium,Due_Medium,15,49,No,34,15
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,48,No,18,31
30000.0,60,Good,Young_adults,Savings,Permanent,5.0,Amt_Large,Due_Large,30,31,No,1,30
40000.0,60,Good,Young_adults,Other,Permanent,2.0,Amt_Small,Due_Small,15,47,No,32,15
30000.0,30,Good,Young_adults,Savings,Self-Employed,2.0,Amt_Small,Due_Small,15,10,Yes,0,16
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,7,Yes,0,15
10000.0,15,Bad,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,13,Yes,0,16
20000.0,30,Good,Young_adults,Savings,Undisclosed,2.0,Amt_Small,Due_Small,15,9,Yes,0,15
20000.0,30,Good,Young_adults,Savings,Self-Employed,2.0,Amt_Small,Due_Medium,30,31,No,1,31
30000.0,30,Good,Young_adults,Other,Self-Employed,6.0,Amt_Large,Due_Large,30,28,Yes,0,32
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,27,Yes,0,30
30000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,15,Yes,0,15
10000.0,30,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,7,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,30,Yes,0,31
10000.0,30,Bad,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,28,Yes,0,31
10000.0,30,Good,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Medium,30,16,Yes,0,30
10000.0,15,Good,Adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,30,Yes,0,32
20000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,19,Yes,0,30
30000.0,30,Good,Young_adults,Other,Permanent,3.0,Amt_Small,Due_Small,15,12,Yes,0,17
15000.0,15,Good,Young_adults,Savings,Permanent,5.0,Amt_Medium,Due_Medium,15,19,No,4,17
20000.0,30,Good,Young_adults,Savings,Undisclosed,4.0,Amt_Medium,Due_Large,30,29,Yes,0,30
25000.0,30,Good,Young_adults,Savings,Undisclosed,6.0,Amt_Large,Due_Large,30,29,Yes,0,30
10000.0,30,Bad,Adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,5,Yes,0,30
20000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,21,Yes,0,30
10000.0,15,Good,Young_adults,Savings,Student,1.0,Amt_Small,Due_Small,15,44,No,29,15
10000.0,15,Good,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,11,Yes,0,15
10000.0,30,Good,Adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,30,Yes,0,32
20000.0,30,Good,Young_adults,Savings,Permanent,3.0,Amt_Small,Due_Medium,30,28,Yes,0,30
10000.0,15,Good,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,18,No,3,18
20000.0,30,Bad,Adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,32,No,2,30
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,27,Yes,0,31
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,31,No,1,32
30000.0,60,Bad,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,23,Yes,0,32
10000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,42,No,12,32
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,14,Yes,0,15
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,23,Yes,0,30
20000.0,30,Good,Young_adults,Savings,Unemployed,6.0,Amt_Medium,Due_Large,30,26,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,38,No,8,30
10000.0,30,Good,Young_adults,Other,Permanent,1.0,Amt_Small,Due_Medium,30,25,Yes,0,31
40000.0,30,Good,Young_adults,Other,Self-Employed,11.0,Amt_Large,Due_Large,30,29,Yes,0,31
10000.0,30,Bad,Adults,Savings,Student,2.0,Amt_Small,Due_Medium,30,37,No,7,30
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,31,No,1,31
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,37,No,7,31
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,30,Yes,0,30
50000.0,90,Good,Young_adults,Other,Permanent,5.0,Amt_Medium,Due_Medium,30,24,Yes,0,30
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,11,Yes,0,15
10000.0,15,Bad,Young_adults,Savings,Unemployed,1.0,Amt_Small,Due_Small,15,5,Yes,0,15
20000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,11,Yes,0,15
20000.0,15,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,15,Yes,0,15
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,18,No,3,19
35000.0,30,Good,Young_adults,Other,Permanent,2.0,Amt_Small,Due_Medium,30,25,Yes,0,30
10000.0,30,Good,Adults,Other,Permanent,2.0,Amt_Small,Due_Medium,30,19,Yes,0,32
20000.0,30,Good,Adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,25,Yes,0,30
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,14,Yes,0,15
30000.0,30,Good,Young_adults,Other,Permanent,4.0,Amt_Medium,Due_Medium,30,30,Yes,0,30
10000.0,30,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,29,Yes,0,31
30000.0,60,Good,Young_adults,Savings,Permanent,5.0,Amt_Medium,Due_Large,30,28,Yes,0,32
20000.0,30,Good,Young_adults,Other,Self-Employed,1.0,Amt_Small,Due_Small,15,12,Yes,0,15
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,14,Yes,0,15
10000.0,30,Bad,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Medium,30,30,Yes,0,30
10000.0,30,Good,Adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,17,Yes,0,30
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,23,Yes,0,30
10000.0,30,Good,Adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,34,No,4,34
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,10,Yes,0,15
10000.0,30,Good,Young_adults,Savings,Student,1.0,Amt_Small,Due_Medium,30,30,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Medium,30,19,Yes,0,31
10000.0,15,Good,Young_adults,Current,Permanent,1.0,Amt_Small,Due_Small,15,14,Yes,0,15
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,25,Yes,0,32
10000.0,30,Good,Young_adults,Savings,Permanent,4.0,Amt_Small,Due_Medium,30,32,No,2,32
10000.0,15,Good,Young_adults,Other,Student,12.0,Amt_Small,Due_Small,15,0,Yes,0,15
40000.0,60,Bad,Young_adults,Other,Permanent,2.0,Amt_Small,Due_Small,15,16,No,1,15
20000.0,15,Bad,Adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,12,Yes,0,16
20000.0,15,Bad,Young_adults,Savings,Self-Employed,9.0,Amt_Medium,Due_Medium,30,58,No,28,30
10000.0,30,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,35,No,5,35
10000.0,15,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,17,No,2,16
10000.0,15,Good,Young_adults,Savings,Unemployed,1.0,Amt_Small,Due_Small,15,9,Yes,0,15
30000.0,60,Good,Young_adults,Other,Self-Employed,3.0,Amt_Small,Due_Medium,30,30,Yes,0,30
15000.0,30,Good,Young_adults,Other,Permanent,6.0,Amt_Large,Due_Large,60,72,No,12,30
20000.0,30,Good,Young_adults,Current,Permanent,5.0,Amt_Small,Due_Medium,30,30,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,25,Yes,0,32
10000.0,30,Good,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Medium,30,29,Yes,0,30
20000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,7,Yes,0,15
10000.0,15,Good,Adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,7,Yes,0,15
50000.0,30,Good,Young_adults,Other,Permanent,14.0,Amt_Large,Due_Large,30,28,Yes,0,32
10000.0,15,Bad,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,24,No,9,17
20000.0,15,Good,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,8,Yes,0,15
20000.0,15,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,15,Yes,0,15
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,16,No,1,16
20000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,15,Yes,0,15
10000.0,15,Good,Young_adults,Savings,Undisclosed,2.0,Amt_Small,Due_Small,15,15,Yes,0,15
10000.0,30,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,32,No,2,31
10000.0,30,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,23,Yes,0,30
20000.0,30,Bad,Adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,27,Yes,0,30
10000.0,30,Bad,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,28,Yes,0,31
20000.0,15,Bad,Young_adults,Savings,Undisclosed,4.0,Amt_Medium,Due_Medium,15,14,Yes,0,15
20000.0,30,Good,Young_adults,Other,Permanent,7.0,Amt_Large,Due_Large,15,12,Yes,0,15
30000.0,60,Good,Young_adults,Other,Permanent,6.0,Amt_Medium,Due_Medium,30,51,No,21,30
60000.0,90,Good,Young_adults,Savings,Self-Employed,1.0,Amt_Small,Due_Small,15,18,No,3,15
30000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Large,Due_Large,60,50,Yes,0,30
20000.0,30,Good,Adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,14,Yes,0,30
25000.0,30,Good,Young_adults,Savings,Permanent,7.0,Amt_Small,Due_Medium,30,29,Yes,0,30
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,15,Yes,0,15
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,14,Yes,0,16
10000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,31,No,1,32
20000.0,15,Good,Young_adults,Savings,Permanent,4.0,Amt_Medium,Due_Medium,15,13,Yes,0,15
10000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,13,Yes,0,15
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,31,No,1,31
10000.0,15,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,15,Yes,0,15
15000.0,30,Good,Young_adults,Savings,Student,2.0,Amt_Small,Due_Medium,30,28,Yes,0,31
10000.0,15,Good,Young_adults,Other,Self-Employed,2.0,Amt_Small,Due_Small,15,13,Yes,0,15
10000.0,15,Bad,Young_adults,Savings,Permanent,3.0,Amt_Small,Due_Small,15,32,No,17,17
50000.0,30,Good,Adults,Other,Self-Employed,14.0,Amt_Small,Due_Small,15,0,Yes,0,15
20000.0,30,Good,Young_adults,Other,Self-Employed,5.0,Amt_Small,Due_Medium,30,16,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,23,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,24,Yes,0,30
10000.0,30,Bad,Adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,13,Yes,0,15
30000.0,60,Good,Young_adults,Savings,Permanent,3.0,Amt_Small,Due_Medium,30,30,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,5,Yes,0,15
10000.0,30,Bad,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Medium,30,28,Yes,0,30
40000.0,30,Bad,Young_adults,Other,Self-Employed,9.0,Amt_Large,Due_Large,30,36,No,6,30
20000.0,30,Good,Young_adults,Other,Unemployed,2.0,Amt_Small,Due_Small,15,39,No,24,15
30000.0,30,Bad,Adults,Savings,Permanent,6.0,Amt_Medium,Due_Medium,15,14,Yes,0,17
40000.0,30,Good,Young_adults,Other,Self-Employed,3.0,Amt_Small,Due_Medium,30,21,Yes,0,30
10000.0,15,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,19,No,4,17
30000.0,60,Good,Young_adults,Savings,Undisclosed,6.0,Amt_Medium,Due_Large,30,27,Yes,0,30
20000.0,30,Good,Young_adults,Savings,Permanent,3.0,Amt_Small,Due_Medium,30,29,Yes,0,31
40000.0,60,Bad,Adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,29,Yes,0,30
10000.0,15,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,29,No,14,17
30000.0,60,Good,Young_adults,Savings,Permanent,5.0,Amt_Medium,Due_Large,30,31,No,1,34
10000.0,15,Good,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,10,Yes,0,15
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,28,Yes,0,30
40000.0,30,Good,Young_adults,Other,Permanent,9.0,Amt_Large,Due_Large,30,24,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,3.0,Amt_Small,Due_Medium,30,31,No,1,32
20000.0,30,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,3,Yes,0,31
20000.0,30,Bad,Adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,11,Yes,0,15
40000.0,30,Good,Young_adults,Savings,Self-Employed,9.0,Amt_Large,Due_Large,30,30,Yes,0,30
10000.0,15,Good,Young_adults,Other,Permanent,1.0,Amt_Small,Due_Small,15,6,Yes,0,16
10000.0,30,Good,Young_adults,Savings,Undisclosed,2.0,Amt_Small,Due_Medium,30,29,Yes,0,30
10000.0,30,Good,Young_adults,Current,Permanent,1.0,Amt_Small,Due_Small,15,9,Yes,0,16
40000.0,30,Good,Young_adults,Other,Student,3.0,Amt_Medium,Due_Large,30,27,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,19,Yes,0,31
40000.0,30,Good,Young_adults,Other,Permanent,9.0,Amt_Large,Due_Large,30,31,No,1,31
40000.0,30,Good,Adults,Savings,Undisclosed,9.0,Amt_Large,Due_Large,30,23,Yes,0,30
10000.0,15,Good,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,11,Yes,0,15
10000.0,30,Good,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Small,15,4,Yes,0,15
20000.0,15,Good,Young_adults,Savings,Undisclosed,3.0,Amt_Small,Due_Small,15,7,Yes,0,15
10000.0,30,Good,Young_adults,Savings,Undisclosed,6.0,Amt_Small,Due_Medium,30,31,No,1,31
20000.0,15,Good,Young_adults,Savings,Permanent,3.0,Amt_Small,Due_Small,15,12,Yes,0,17
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,30,Yes,0,31
40000.0,30,Good,Young_adults,Savings,Permanent,4.0,Amt_Medium,Due_Medium,15,12,Yes,0,15
10000.0,15,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,33,No,18,16
10000.0,15,Good,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Medium,30,8,Yes,0,30
10000.0,30,Good,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,22,Yes,0,30
40000.0,30,Good,Young_adults,Savings,Permanent,4.0,Amt_Medium,Due_Medium,15,11,Yes,0,15
20000.0,15,Good,Young_adults,Other,Self-Employed,1.0,Amt_Small,Due_Medium,30,31,No,1,31
10000.0,30,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Medium,30,33,No,3,33
10000.0,15,Bad,Young_adults,Savings,Permanent,1.0,Amt_Small,Due_Small,15,13,Yes,0,15
10000.0,15,Good,Young_adults,Savings,Permanent,2.0,Amt_Small,Due_Small,15,15,Yes,0,15
20000.0,15,Good,Young_adults,Savings,Permanent,4.0,Amt_Medium,Due_Medium,15,11,Yes,0,15
10000.0,30,Bad,Young_adults,Savings,Undisclosed,1.0,Amt_Small,Due_Medium,30,37,No,7,33
40000.0,30,Bad,Young_adults,Other,Permanent,1.0,Amt_Small,Due_Medium,30,29,Yes,0,30
