loanamount,totaldue,termdays,referred,good_bad_flag,age_as_at_2017,bank_account_type,bank_name_clients,employment_status_clients,loanamount_trainprevloans,totaldue_trainprevloans,termdays_trainprevloans,closeddate_days,firstduedate_days,firstrepaiddate_days
10000.0,13000.0,30,Yes,Good,36,Savings,Stanbic IBTC,Permanent,10000.0,13000.0,30,14,30,14
10000.0,13000.0,30,Yes,Good,27,Savings,GT Bank,Student,10000.0,11500.0,15,19,16,19
40000.0,44000.0,30,Yes,Good,30,Other,GT Bank,Self-Employed,30000.0,34400.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,35,Savings,Access Bank,Permanent,10000.0,13000.0,30,21,33,21
10000.0,13000.0,30,Yes,Bad,35,Savings,UBA,Permanent,10000.0,13000.0,30,29,32,29
20000.0,24500.0,30,Yes,Good,26,Savings,UBA,Permanent,10000.0,13000.0,30,22,30,22
20000.0,24500.0,30,Yes,Good,36,Savings,GT Bank,Permanent,10000.0,13000.0,30,29,32,29
30000.0,39000.0,60,Yes,Good,41,Other,Zenith Bank,Permanent,10000.0,13000.0,30,30,30,30
20000.0,24500.0,30,Yes,Good,27,Savings,Fidelity Bank,Undisclosed,10000.0,11500.0,15,14,17,14
40000.0,48000.0,60,Yes,Good,30,Other,GT Bank,Permanent,10000.0,13000.0,30,91,30,91
10000.0,11500.0,15,Yes,Good,40,Savings,GT Bank,Permanent,10000.0,11125.0,15,40,16,40
10000.0,11500.0,15,Yes,Good,31,Savings,GT Bank,Permanent,10000.0,11500.0,15,23,16,23
20000.0,24500.0,30,Yes,Good,41,Savings,FCMB,Undisclosed,20000.0,24500.0,30,28,31,28
10000.0,13000.0,30,Yes,Good,29,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,12,32,12
10000.0,13000.0,30,Yes,Good,29,Savings,GT Bank,Permanent,10000.0,13000.0,30,20,30,20
10000.0,11500.0,15,Yes,Good,36,Savings,First Bank,Permanent,10000.0,11500.0,15,14,15,14
20000.0,24500.0,30,Yes,Good,34,Other,GT Bank,Permanent,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Bad,34,Savings,Access Bank,Permanent,10000.0,13000.0,30,29,32,29
10000.0,11500.0,15,Yes,Good,26,Savings,GT Bank,Permanent,10000.0,11500.0,15,16,16,16
30000.0,34500.0,30,Yes,Bad,40,Savings,GT Bank,Undisclosed,30000.0,34500.0,30,28,30,28
10000.0,13000.0,30,Yes,Good,29,Savings,GT Bank,Permanent,10000.0,13000.0,30,29,30,29
40000.0,44000.0,30,Yes,Good,35,Other,Zenith Bank,Self-Employed,40000.0,44000.0,30,28,32,28
10000.0,11500.0,15,Yes,Good,28,Savings,GT Bank,Permanent,10000.0,13000.0,30,8,30,8
10000.0,13000.0,30,Yes,Good,37,Savings,GT Bank,Permanent,10000.0,13000.0,30,34,30,34
10000.0,13000.0,30,Yes,Good,33,Savings,GT Bank,Permanent,10000.0,13000.0,30,26,30,26
20000.0,24500.0,30,Yes,Good,32,Savings,Diamond Bank,Permanent,10000.0,13000.0,30,33,31,33
30000.0,34500.0,30,Yes,Bad,27,Savings,Diamond Bank,Permanent,10000.0,13000.0,30,32,31,32
40000.0,44000.0,30,Yes,Bad,40,Other,UBA,Self-Employed,30000.0,34400.0,30,30,30,30
10000.0,13000.0,30,Yes,Bad,36,Savings,Access Bank,Permanent,10000.0,13000.0,30,27,31,27
10000.0,13000.0,30,Yes,Bad,32,Savings,UBA,Permanent,10000.0,13000.0,30,31,31,31
30000.0,34500.0,30,Yes,Bad,38,Savings,Sterling Bank,Undisclosed,10000.0,11500.0,15,14,15,14
10000.0,11500.0,15,Yes,Bad,31,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,11,16,11
10000.0,13000.0,30,Yes,Bad,46,Savings,Access Bank,Permanent,10000.0,13000.0,30,30,30,30
10000.0,11500.0,15,Yes,Bad,25,Savings,Sterling Bank,Self-Employed,10000.0,11500.0,15,26,15,26
40000.0,48000.0,60,Yes,Bad,34,Other,UBA,Permanent,40000.0,48000.0,60,30,30,30
35000.0,38500.0,30,Yes,Good,26,Other,GT Bank,Permanent,30000.0,34500.0,30,32,32,32
40000.0,44000.0,30,Yes,Good,34,Other,UBA,Self-Employed,10000.0,11500.0,15,16,15,15
50000.0,57500.0,90,Yes,Good,34,Other,GT Bank,Permanent,50000.0,57500.0,90,51,30,30
10000.0,11125.0,15,Yes,Good,31,Savings,GT Bank,Permanent,10000.0,13000.0,30,18,30,18
10000.0,13000.0,30,Yes,Good,52,Savings,First Bank,Permanent,10000.0,11500.0,15,14,15,14
10000.0,11500.0,15,Yes,Good,26,Savings,GT Bank,Permanent,10000.0,11500.0,15,11,17,11
10000.0,13000.0,30,Yes,Good,45,Savings,Access Bank,Undisclosed,10000.0,13000.0,30,20,32,20
20000.0,24500.0,30,Yes,Bad,32,Savings,GT Bank,Permanent,20000.0,24500.0,30,27,32,27
40000.0,48000.0,60,Yes,Good,25,Savings,GT Bank,Student,20000.0,23800.0,30,29,31,29
10000.0,11500.0,15,Yes,Good,28,Savings,UBA,Permanent,10000.0,11500.0,15,16,17,16
30000.0,39000.0,60,Yes,Good,35,Savings,Skye Bank,Permanent,10000.0,13000.0,30,25,30,25
10000.0,11500.0,15,Yes,Good,45,Savings,Diamond Bank,Undisclosed,10000.0,11500.0,15,15,15,15
10000.0,11500.0,15,Yes,Good,40,Current,Diamond Bank,Permanent,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Good,37,Savings,Diamond Bank,Permanent,10000.0,13000.0,30,25,32,25
10000.0,13000.0,30,Yes,Good,35,Savings,GT Bank,Permanent,10000.0,13000.0,30,33,32,33
10000.0,13000.0,30,Yes,Bad,41,Savings,GT Bank,Permanent,10000.0,13000.0,30,33,32,33
40000.0,44000.0,30,Yes,Good,32,Other,GT Bank,Self-Employed,30000.0,34500.0,30,29,32,29
40000.0,48000.0,60,Yes,Good,27,Other,GT Bank,Student,40000.0,47600.0,60,51,30,51
10000.0,11500.0,15,Yes,Good,30,Savings,Stanbic IBTC,Permanent,10000.0,11500.0,15,15,16,15
20000.0,23000.0,30,Yes,Good,37,Savings,Stanbic IBTC,Undisclosed,10000.0,12900.0,30,28,31,28
30000.0,34500.0,30,Yes,Good,33,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,10,15,10
20000.0,24500.0,30,Yes,Good,46,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,29,30,29
30000.0,34500.0,30,Yes,Good,30,Savings,First Bank,Undisclosed,20000.0,22250.0,15,14,16,14
10000.0,11500.0,15,Yes,Good,39,Savings,GT Bank,Permanent,10000.0,13000.0,30,18,31,18
10000.0,11500.0,15,Yes,Good,30,Savings,GT Bank,Permanent,10000.0,13000.0,30,31,31,31
10000.0,13000.0,30,Yes,Good,28,Savings,FCMB,Undisclosed,10000.0,13000.0,30,29,34,29
10000.0,13000.0,30,Yes,Bad,36,Savings,Access Bank,Permanent,10000.0,13000.0,30,56,30,56
10000.0,13000.0,30,Yes,Bad,23,Savings,FCMB,Undisclosed,10000.0,13000.0,30,30,32,30
10000.0,13000.0,30,Yes,Bad,44,Savings,Zenith Bank,Undisclosed,10000.0,11500.0,15,14,17,14
20000.0,24500.0,30,Yes,Bad,22,Savings,First Bank,Permanent,10000.0,13000.0,30,26,31,26
10000.0,11500.0,15,Yes,Bad,36,Savings,GT Bank,Permanent,10000.0,11500.0,15,15,16,15
10000.0,11500.0,15,Yes,Bad,39,Savings,GT Bank,Permanent,10000.0,13000.0,30,18,30,18
10000.0,13000.0,30,Yes,Good,38,Savings,Skye Bank,Self-Employed,10000.0,13000.0,30,28,32,28
40000.0,44000.0,30,Yes,Good,44,Savings,Access Bank,Self-Employed,40000.0,44000.0,30,27,32,27
40000.0,48000.0,60,Yes,Good,24,Other,GT Bank,Permanent,20000.0,23800.0,30,26,31,26
30000.0,34500.0,30,Yes,Good,34,Other,Zenith Bank,Permanent,10000.0,13000.0,30,32,32,32
30000.0,39000.0,60,Yes,Bad,31,Other,UBA,Permanent,20000.0,21500.0,15,15,15,15
30000.0,34500.0,30,Yes,Good,36,Other,GT Bank,Permanent,20000.0,24500.0,30,18,30,18
20000.0,24500.0,30,Yes,Good,42,Savings,GT Bank,Permanent,10000.0,13000.0,30,30,30,30
10000.0,11500.0,15,Yes,Good,24,Savings,Diamond Bank,Undisclosed,10000.0,11500.0,15,8,15,8
10000.0,11500.0,15,Yes,Good,32,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,31,32,31
10000.0,13000.0,30,Yes,Good,30,Savings,Sterling Bank,Permanent,10000.0,11500.0,15,15,15,15
20000.0,22250.0,15,Yes,Good,29,Savings,GT Bank,Permanent,10000.0,11500.0,15,15,15,15
20000.0,23000.0,30,Yes,Good,23,Savings,FCMB,Self-Employed,10000.0,13000.0,30,17,30,17
30000.0,34500.0,30,Yes,Good,35,Other,First Bank,Permanent,20000.0,24500.0,30,29,32,29
10000.0,13000.0,30,Yes,Good,37,Savings,Wema Bank,Permanent,10000.0,13000.0,30,29,31,29
40000.0,44000.0,30,Yes,Good,29,Other,UBA,Self-Employed,30000.0,34500.0,30,30,31,30
10000.0,13000.0,30,Yes,Good,35,Savings,Stanbic IBTC,Permanent,10000.0,13000.0,30,12,32,12
10000.0,11500.0,15,Yes,Good,28,Savings,EcoBank,Permanent,10000.0,11500.0,15,13,19,13
10000.0,13000.0,30,Yes,Good,36,Savings,Fidelity Bank,Undisclosed,10000.0,13000.0,30,29,30,29
20000.0,24500.0,30,Yes,Good,37,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,20,31,20
20000.0,24000.0,30,Yes,Good,36,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,27,30,27
10000.0,13000.0,30,Yes,Good,26,Savings,Diamond Bank,Permanent,10000.0,13000.0,30,23,32,23
40000.0,44000.0,30,Yes,Good,30,Savings,Wema Bank,Permanent,10000.0,13000.0,30,25,30,25
20000.0,24500.0,30,Yes,Good,31,Savings,Diamond Bank,Permanent,10000.0,11500.0,15,3,15,3
20000.0,24500.0,30,Yes,Good,52,Savings,UBA,Permanent,15000.0,16687.5,15,14,15,14
30000.0,34500.0,30,Yes,Good,32,Savings,First Bank,Permanent,20000.0,21900.0,15,13,15,13
10000.0,13000.0,30,Yes,Good,30,Savings,Fidelity Bank,Undisclosed,10000.0,13000.0,30,33,32,33
10000.0,13000.0,30,Yes,Good,35,Savings,GT Bank,Permanent,10000.0,13000.0,30,16,31,16
40000.0,44000.0,30,Yes,Good,23,Savings,First Bank,Permanent,10000.0,11500.0,15,2,15,2
10000.0,13000.0,30,Yes,Bad,37,Savings,EcoBank,Permanent,10000.0,13000.0,30,31,30,31
10000.0,13000.0,30,Yes,Good,41,Savings,UBA,Permanent,10000.0,13000.0,30,26,31,26
10000.0,13000.0,30,Yes,Good,25,Savings,GT Bank,Permanent,10000.0,13000.0,30,31,31,31
20000.0,22250.0,15,Yes,Good,29,Savings,UBA,Permanent,20000.0,24500.0,30,35,32,35
10000.0,13000.0,30,Yes,Good,29,Savings,Unity Bank,Permanent,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,33,Savings,Stanbic IBTC,Permanent,10000.0,13000.0,30,29,32,29
10000.0,13000.0,30,Yes,Good,42,Savings,Access Bank,Permanent,10000.0,11500.0,15,14,15,14
10000.0,13000.0,30,Yes,Bad,25,Savings,First Bank,Undisclosed,10000.0,13000.0,30,62,30,62
10000.0,13000.0,30,Yes,Bad,29,Savings,Access Bank,Permanent,10000.0,13000.0,30,18,31,18
10000.0,13000.0,30,Yes,Good,33,Other,GT Bank,Undisclosed,10000.0,13000.0,30,30,31,30
10000.0,11500.0,15,Yes,Good,34,Savings,Skye Bank,Permanent,10000.0,11500.0,15,15,15,15
40000.0,48000.0,60,Yes,Good,29,Savings,GT Bank,Permanent,20000.0,23800.0,30,30,30,30
10000.0,11500.0,15,Yes,Good,35,Savings,First Bank,Permanent,10000.0,13000.0,30,3,31,3
20000.0,24500.0,30,Yes,Good,39,Savings,FCMB,Permanent,10000.0,13000.0,30,28,32,28
10000.0,11500.0,15,Yes,Good,29,Savings,Diamond Bank,Permanent,10000.0,11500.0,15,15,15,15
20000.0,22000.0,30,Yes,Good,30,Savings,First Bank,Permanent,10000.0,11500.0,15,11,15,11
10000.0,13000.0,30,Yes,Good,23,Savings,UBA,Student,10000.0,13000.0,30,13,30,13
30000.0,34500.0,30,Yes,Good,30,Other,GT Bank,Permanent,20000.0,23800.0,30,23,30,23
40000.0,48000.0,60,Yes,Good,27,Savings,First Bank,Self-Employed,40000.0,47600.0,60,32,30,30
10000.0,11500.0,15,Yes,Good,31,Savings,First Bank,Permanent,10000.0,11500.0,15,9,15,9
20000.0,22250.0,15,Yes,Good,33,Savings,GT Bank,Permanent,10000.0,11500.0,15,3,17,3
10000.0,13000.0,30,Yes,Good,39,Savings,Access Bank,Undisclosed,10000.0,13000.0,30,41,33,41
10000.0,13000.0,30,Yes,Good,31,Savings,Zenith Bank,Undisclosed,10000.0,13000.0,30,25,30,25
10000.0,11500.0,15,Yes,Good,30,Savings,Stanbic IBTC,Permanent,10000.0,11500.0,15,14,15,14
10000.0,13000.0,30,Yes,Bad,26,Savings,GT Bank,Permanent,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,29,Other,Access Bank,Permanent,10000.0,13000.0,30,38,30,38
30000.0,34500.0,30,Yes,Good,31,Savings,EcoBank,Permanent,10000.0,13000.0,30,6,30,6
10000.0,13000.0,30,Yes,Good,43,Savings,Zenith Bank,Permanent,10000.0,13000.0,30,31,31,31
20000.0,24500.0,30,Yes,Good,43,Savings,Fidelity Bank,Permanent,10000.0,13000.0,30,29,32,29
10000.0,11500.0,15,Yes,Good,29,Savings,First Bank,Permanent,10000.0,11500.0,15,14,15,14
10000.0,11500.0,15,Yes,Good,29,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,15,17,15
40000.0,44000.0,30,Yes,Good,32,Savings,GT Bank,Permanent,20000.0,24500.0,30,14,30,14
10000.0,11500.0,15,Yes,Bad,29,Savings,GT Bank,Permanent,10000.0,11500.0,15,13,16,13
20000.0,24500.0,30,Yes,Good,36,Other,GT Bank,Permanent,10000.0,11500.0,15,11,15,11
20000.0,24500.0,30,Yes,Good,41,Savings,GT Bank,Permanent,20000.0,24500.0,30,26,31,26
40000.0,44000.0,30,Yes,Bad,34,Savings,Fidelity Bank,Permanent,30000.0,34500.0,30,33,32,33
15000.0,18375.0,30,Yes,Bad,36,Savings,Access Bank,Permanent,10000.0,13000.0,30,32,32,32
10000.0,11500.0,15,Yes,Bad,29,Savings,GT Bank,Permanent,10000.0,11500.0,15,19,16,19
10000.0,11500.0,15,Yes,Bad,25,Savings,UBA,Undisclosed,10000.0,11500.0,15,12,15,12
10000.0,13000.0,30,Yes,Bad,32,Savings,GT Bank,Student,10000.0,13000.0,30,11,30,11
10000.0,11500.0,15,Yes,Bad,29,Savings,UBA,Permanent,10000.0,11500.0,15,28,15,28
40000.0,48000.0,60,Yes,Good,29,Other,Diamond Bank,Permanent,30000.0,39000.0,60,49,30,27
10000.0,13000.0,30,Yes,Good,28,Other,Diamond Bank,Permanent,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,34,Savings,Skye Bank,Permanent,10000.0,13000.0,30,25,31,25
30000.0,34500.0,30,Yes,Good,48,Savings,Diamond Bank,Permanent,30000.0,34500.0,30,29,30,29
10000.0,11125.0,15,Yes,Good,29,Savings,Diamond Bank,Permanent,10000.0,13000.0,30,19,31,19
10000.0,13000.0,30,Yes,Good,27,Other,GT Bank,Permanent,10000.0,13000.0,30,40,30,40
40000.0,44000.0,30,Yes,Good,33,Other,GT Bank,Permanent,20000.0,21900.0,15,9,15,9
30000.0,34500.0,30,Yes,Good,37,Savings,First Bank,Undisclosed,10000.0,13000.0,30,23,30,23
10000.0,12250.0,30,Yes,Good,29,Savings,First Bank,Undisclosed,10000.0,13000.0,30,27,30,27
10000.0,11500.0,15,Yes,Good,43,Other,First Bank,Permanent,10000.0,11500.0,15,14,16,14
10000.0,11500.0,15,Yes,Bad,36,Savings,First Bank,Permanent,10000.0,13000.0,30,42,32,41
25000.0,28750.0,30,Yes,Good,37,Other,First Bank,Self-Employed,20000.0,23800.0,30,26,31,26
10000.0,13000.0,30,Yes,Good,36,Savings,First Bank,Permanent,10000.0,13000.0,30,29,31,29
10000.0,13000.0,30,Yes,Good,37,Other,UBA,Permanent,10000.0,13000.0,30,34,30,34
10000.0,11500.0,15,Yes,Good,30,Savings,GT Bank,Permanent,10000.0,13000.0,30,27,30,27
20000.0,24500.0,30,Yes,Good,27,Savings,Zenith Bank,Undisclosed,10000.0,11500.0,15,13,15,13
10000.0,13000.0,30,Yes,Good,33,Savings,Access Bank,Permanent,10000.0,13000.0,30,9,32,9
30000.0,34500.0,30,Yes,Good,40,Other,GT Bank,Permanent,20000.0,23800.0,30,50,32,50
20000.0,22250.0,15,Yes,Bad,39,Savings,Diamond Bank,Undisclosed,10000.0,13000.0,30,32,32,32
30000.0,39000.0,60,Yes,Good,37,Savings,Access Bank,Undisclosed,20000.0,24500.0,30,28,30,28
10000.0,11500.0,15,Yes,Good,35,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,14,16,14
20000.0,24500.0,30,Yes,Good,27,Savings,Stanbic IBTC,Permanent,10000.0,11500.0,15,15,15,15
10000.0,11500.0,15,Yes,Good,33,Savings,First Bank,Permanent,10000.0,11500.0,15,17,17,17
40000.0,48000.0,60,Yes,Good,33,Other,GT Bank,Permanent,40000.0,47600.0,60,34,32,32
30000.0,34500.0,30,Yes,Good,40,Other,GT Bank,Permanent,20000.0,23800.0,30,27,30,27
20000.0,21500.0,15,Yes,Bad,28,Savings,Skye Bank,Permanent,20000.0,22250.0,15,7,15,7
30000.0,39000.0,60,Yes,Bad,27,Savings,GT Bank,Permanent,10000.0,13000.0,30,21,33,21
10000.0,13000.0,30,Yes,Bad,34,Savings,GT Bank,Permanent,10000.0,11500.0,15,13,15,13
10000.0,13000.0,30,Yes,Bad,34,Savings,Union Bank,Permanent,10000.0,11500.0,15,26,15,26
10000.0,10500.0,15,Yes,Good,34,Savings,UBA,Permanent,10000.0,11500.0,30,18,30,18
10000.0,13000.0,30,Yes,Bad,27,Savings,GT Bank,Permanent,10000.0,13000.0,30,24,30,24
10000.0,13000.0,30,Yes,Good,37,Other,UBA,Permanent,10000.0,13000.0,30,31,30,31
30000.0,36000.0,60,Yes,Good,28,Savings,GT Bank,Permanent,30000.0,34400.0,30,14,32,14
20000.0,24500.0,30,Yes,Good,35,Savings,Stanbic IBTC,Self-Employed,10000.0,11500.0,15,12,15,12
20000.0,24500.0,30,Yes,Good,28,Savings,GT Bank,Permanent,15000.0,18375.0,30,27,30,27
10000.0,13000.0,30,Yes,Good,22,Savings,Access Bank,Permanent,10000.0,11500.0,15,23,15,23
10000.0,13000.0,30,Yes,Good,25,Savings,GT Bank,Permanent,10000.0,13000.0,30,25,30,25
10000.0,13000.0,30,Yes,Good,25,Savings,Access Bank,Permanent,10000.0,13000.0,30,29,32,29
30000.0,34500.0,30,Yes,Good,30,Savings,Access Bank,Permanent,10000.0,11500.0,15,15,15,15
10000.0,12500.0,30,Yes,Good,26,Savings,UBA,Permanent,10000.0,13000.0,30,26,32,26
35000.0,42000.0,60,Yes,Bad,37,Savings,GT Bank,Unemployed,10000.0,13000.0,30,25,31,25
10000.0,11500.0,15,Yes,Bad,33,Savings,EcoBank,Permanent,10000.0,11500.0,15,18,16,18
30000.0,39000.0,60,Yes,Bad,32,Savings,Keystone Bank,Self-Employed,15000.0,18350.0,30,23,30,23
30000.0,39000.0,60,Yes,Good,32,Savings,Access Bank,Permanent,30000.0,36800.0,60,62,30,30
40000.0,44000.0,30,Yes,Good,23,Savings,GT Bank,Student,30000.0,34400.0,30,31,31,31
10000.0,11500.0,15,Yes,Good,26,Other,GT Bank,Self-Employed,10000.0,11500.0,15,14,15,14
20000.0,24500.0,30,Yes,Bad,33,Savings,First Bank,Self-Employed,20000.0,23800.0,30,31,31,31
10000.0,13000.0,30,Yes,Bad,24,Savings,GT Bank,Permanent,10000.0,13000.0,30,29,31,29
20000.0,22250.0,15,Yes,Good,29,Other,GT Bank,Student,10000.0,11500.0,15,43,15,42
20000.0,24500.0,30,Yes,Good,36,Savings,Stanbic IBTC,Permanent,10000.0,13000.0,30,27,30,27
30000.0,34500.0,30,Yes,Good,44,Savings,UBA,Undisclosed,10000.0,13000.0,30,28,31,28
10000.0,11500.0,15,Yes,Good,44,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,17,17,17
10000.0,12500.0,30,Yes,Bad,31,Savings,EcoBank,Permanent,10000.0,13000.0,30,35,31,35
10000.0,13000.0,30,Yes,Bad,31,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,25,15,25
30000.0,34500.0,30,Yes,Good,38,Savings,Stanbic IBTC,Permanent,10000.0,11125.0,15,10,16,10
10000.0,13000.0,30,Yes,Good,34,Savings,Access Bank,Undisclosed,10000.0,13000.0,30,20,30,20
20000.0,24500.0,30,Yes,Good,34,Other,Zenith Bank,Permanent,20000.0,24500.0,30,28,31,28
20000.0,24500.0,30,Yes,Good,45,Savings,Access Bank,Permanent,20000.0,23800.0,30,36,30,36
20000.0,22250.0,15,Yes,Bad,39,Savings,First Bank,Permanent,10000.0,11500.0,15,13,16,12
20000.0,24500.0,30,Yes,Good,36,Other,First Bank,Self-Employed,20000.0,24500.0,30,31,31,31
10000.0,13000.0,30,Yes,Bad,33,Savings,GT Bank,Permanent,10000.0,11500.0,15,13,16,13
10000.0,13000.0,30,Yes,Bad,39,Savings,Access Bank,Permanent,10000.0,13000.0,30,38,31,38
10000.0,11500.0,15,Yes,Bad,30,Savings,UBA,Permanent,10000.0,11500.0,15,6,15,6
10000.0,11500.0,15,Yes,Bad,21,Savings,GT Bank,Student,10000.0,11500.0,15,3,15,3
30000.0,34500.0,30,Yes,Good,32,Savings,GT Bank,Permanent,30000.0,34500.0,30,28,30,28
10000.0,13000.0,30,Yes,Good,26,Savings,First Bank,Permanent,10000.0,11500.0,15,9,15,9
10000.0,11500.0,15,Yes,Good,34,Savings,Zenith Bank,Permanent,10000.0,11500.0,15,10,15,10
20000.0,24500.0,30,Yes,Good,29,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,28,30,28
10000.0,13000.0,30,Yes,Good,35,Savings,GT Bank,Permanent,10000.0,13000.0,30,25,30,25
20000.0,24500.0,30,Yes,Good,27,Savings,UBA,Permanent,10000.0,11500.0,15,11,17,11
30000.0,34500.0,30,Yes,Good,35,Savings,UBA,Permanent,20000.0,24500.0,30,10,30,10
10000.0,13000.0,30,Yes,Good,25,Savings,Zenith Bank,Permanent,10000.0,11500.0,15,13,15,13
20000.0,24500.0,30,Yes,Good,27,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,29,30,29
10000.0,13000.0,30,Yes,Good,36,Savings,GT Bank,Permanent,10000.0,13000.0,30,32,32,32
10000.0,13000.0,30,Yes,Good,38,Savings,GT Bank,Permanent,10000.0,13000.0,30,29,30,29
40000.0,48000.0,60,Yes,Good,27,Other,First Bank,Permanent,40000.0,48000.0,60,29,30,29
10000.0,13000.0,30,Yes,Bad,30,Savings,GT Bank,Permanent,10000.0,13000.0,30,31,30,30
10000.0,13000.0,30,Yes,Good,26,Savings,UBA,Permanent,20000.0,24500.0,30,41,32,41
20000.0,24500.0,30,Yes,Good,28,Savings,First Bank,Permanent,10000.0,13000.0,30,21,30,21
10000.0,13000.0,30,Yes,Good,51,Savings,GT Bank,Permanent,10000.0,13000.0,30,10,31,10
10000.0,13000.0,30,Yes,Good,26,Savings,GT Bank,Permanent,10000.0,13000.0,30,27,30,27
20000.0,24500.0,30,Yes,Good,39,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,22,30,22
20000.0,24500.0,30,Yes,Good,37,Savings,GT Bank,Permanent,20000.0,24500.0,30,16,31,16
30000.0,34500.0,30,Yes,Good,39,Savings,First Bank,Undisclosed,30000.0,34500.0,30,28,30,28
10000.0,13000.0,30,Yes,Good,35,Savings,GT Bank,Permanent,10000.0,13000.0,30,32,32,32
10000.0,13000.0,30,Yes,Good,37,Savings,Zenith Bank,Undisclosed,10000.0,11500.0,15,13,16,13
50000.0,57500.0,90,Yes,Good,29,Other,First Bank,Student,20000.0,23800.0,30,14,30,14
10000.0,11500.0,15,Yes,Bad,26,Savings,Diamond Bank,Permanent,10000.0,11500.0,15,34,17,34
10000.0,13000.0,30,Yes,Good,25,Savings,GT Bank,Permanent,10000.0,13000.0,30,11,30,11
30000.0,34500.0,30,Yes,Good,33,Savings,Heritage Bank,Permanent,20000.0,21750.0,15,10,15,10
10000.0,13000.0,30,Yes,Bad,36,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,15,15,14
10000.0,13000.0,30,Yes,Good,31,Savings,Fidelity Bank,Permanent,10000.0,13000.0,30,29,30,29
10000.0,11500.0,15,Yes,Good,28,Savings,GT Bank,Permanent,10000.0,11500.0,15,11,16,11
25000.0,27500.0,30,Yes,Good,24,Other,GT Bank,Unemployed,30000.0,36800.0,60,57,31,29
10000.0,13000.0,30,Yes,Good,35,Savings,GT Bank,Permanent,10000.0,13000.0,30,27,31,27
20000.0,24500.0,30,Yes,Bad,27,Savings,GT Bank,Permanent,20000.0,23800.0,30,29,32,29
20000.0,24500.0,30,Yes,Good,40,Savings,UBA,Permanent,10000.0,13000.0,30,28,31,28
10000.0,13000.0,30,Yes,Good,34,Savings,First Bank,Permanent,10000.0,13000.0,30,30,30,30
10000.0,13000.0,30,Yes,Good,36,Savings,First Bank,Permanent,10000.0,13000.0,30,27,30,27
10000.0,13000.0,30,Yes,Bad,28,Savings,GT Bank,Undisclosed,10000.0,11500.0,15,6,17,6
40000.0,44000.0,30,Yes,Bad,36,Savings,Keystone Bank,Permanent,30000.0,34400.0,30,23,30,22
10000.0,13000.0,30,Yes,Good,32,Savings,First Bank,Permanent,10000.0,13000.0,30,7,30,7
10000.0,13000.0,30,Yes,Good,34,Savings,First Bank,Self-Employed,10000.0,13000.0,30,30,30,30
10000.0,11500.0,15,Yes,Good,30,Savings,GT Bank,Permanent,10000.0,11500.0,15,14,18,14
20000.0,22250.0,15,Yes,Good,42,Savings,FCMB,Undisclosed,10000.0,11500.0,15,8,16,8
15000.0,18375.0,30,Yes,Good,41,Savings,Access Bank,Undisclosed,10000.0,13000.0,30,31,31,31
10000.0,13000.0,30,Yes,Good,24,Savings,Sterling Bank,Permanent,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Good,33,Savings,First Bank,Permanent,10000.0,13000.0,30,26,30,26
10000.0,11125.0,15,Yes,Good,24,Other,Diamond Bank,Permanent,20000.0,21500.0,15,25,16,25
20000.0,24500.0,30,Yes,Good,27,Other,Access Bank,Permanent,10000.0,11500.0,15,9,16,9
10000.0,13000.0,30,Yes,Good,30,Savings,GT Bank,Permanent,10000.0,13000.0,30,8,30,8
20000.0,22250.0,15,Yes,Good,28,Savings,UBA,Permanent,10000.0,11500.0,15,15,15,15
10000.0,13000.0,30,Yes,Good,34,Current,Fidelity Bank,Permanent,10000.0,13000.0,30,22,33,22
20000.0,24500.0,30,Yes,Good,30,Savings,UBA,Permanent,20000.0,24500.0,30,19,30,19
10000.0,13000.0,30,Yes,Bad,37,Savings,GT Bank,Permanent,10000.0,13000.0,30,30,30,30
10000.0,13000.0,30,Yes,Bad,27,Savings,GT Bank,Undisclosed,10000.0,13000.0,30,46,32,46
20000.0,24500.0,30,Yes,Bad,31,Savings,Unity Bank,Permanent,10000.0,11500.0,15,16,17,16
